accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
5302,Srinagar,Jammu and Kashmir,34.072949,74.799403,2023-08-16,12:00,12,Wednesday,0,rural,2,1,fog,low,18,high,overspeeding,major,3,0,0,,0.65
5303,Coimbatore,Tamil Nadu,11.02697,76.947961,2022-11-10,22:00,22,Thursday,0,rural,1,0,clear,high,26,medium,overspeeding,major,1,1,0,,0.1
5304,Ram Darbar,Chandigarh,30.69256,76.782614,2025-01-09,19:00,19,Thursday,0,highway,5,0,rain,low,22,high,distraction,major,1,1,1,,0.8
5305,Tiruchirappalli,Tamil Nadu,10.80021,78.699785,2022-05-26,3:00,3,Thursday,0,highway,2,0,rain,medium,38,medium,distraction,minor,3,2,0,,0.25
5306,Giridih,Jharkhand,24.197764,86.297697,2024-04-01,5:00,5,Monday,0,rural,4,1,rain,medium,37,low,weather,major,4,1,0,,0.25
5307,Jamnagar,Gujarat,22.468338,70.050419,2022-05-20,1:00,1,Friday,0,urban,5,1,clear,high,36,low,drunk driving,minor,3,3,0,,0.1
5308,Jalandhar,Punjab,31.316012,75.585384,2023-02-01,15:00,15,Wednesday,0,urban,5,1,rain,low,24,low,drunk driving,minor,2,2,0,,0.45
5309,Ludhiana,Punjab,30.897553,75.849999,2024-10-27,20:00,20,Sunday,1,highway,6,1,fog,low,27,low,poor road,major,3,2,0,,0.45
5310,Roorkee,Uttarakhand,29.843595,77.877507,2023-02-05,18:00,18,Sunday,1,urban,5,1,fog,low,28,medium,drunk driving,minor,2,2,1,,0.6
5311,Guwahati,Assam,26.137863,91.728755,2022-04-01,15:00,15,Friday,0,rural,2,1,rain,low,16,low,distraction,minor,2,2,0,,0.45
5312,Rajkot,Gujarat,22.311303,70.797324,2022-01-05,23:00,23,Wednesday,0,urban,5,1,fog,low,40,medium,weather,major,4,0,0,,0.45
5313,Gwalior,Madhya Pradesh,26.217095,78.183588,2024-12-18,2:00,2,Wednesday,0,urban,4,1,rain,low,16,low,overspeeding,minor,3,3,0,,0.45
5314,Darjeeling,West Bengal,27.045121,88.253095,2023-07-16,5:00,5,Sunday,1,highway,4,1,rain,low,24,medium,drunk driving,minor,5,0,0,,0.45
5315,Chennai,Tamil Nadu,13.071839,80.282696,2025-02-18,2:00,2,Tuesday,0,rural,5,1,rain,medium,17,low,overspeeding,minor,2,0,0,,0.25
5316,Coimbatore,Tamil Nadu,11.02257,76.952454,2022-04-23,11:00,11,Saturday,1,urban,1,0,clear,high,35,high,weather,minor,5,0,0,,0.3
5317,Lucknow,Uttar Pradesh,26.847877,80.950127,2025-01-02,11:00,11,Thursday,0,rural,3,0,fog,low,21,high,drunk driving,minor,5,2,0,,0.65
5318,Darjeeling,West Bengal,27.036509,88.261659,2024-02-15,18:00,18,Thursday,0,urban,4,0,rain,medium,29,high,overspeeding,major,2,2,1,,0.6
5319,Surat,Gujarat,21.175994,72.83609,2022-01-14,18:00,18,Friday,0,urban,5,1,rain,medium,22,medium,drunk driving,minor,5,5,1,,0.4
5320,Cuttack,Odisha,20.456197,85.890205,2023-02-22,0:00,0,Wednesday,0,highway,6,0,rain,medium,33,low,weather,major,2,2,0,,0.25
5321,Srinagar,Jammu and Kashmir,34.079513,74.806572,2022-05-13,4:00,4,Friday,0,highway,1,0,rain,medium,34,low,weather,major,5,4,0,,0.25
5322,Coimbatore,Tamil Nadu,11.007672,76.957201,2023-09-01,10:00,10,Friday,0,rural,6,0,clear,high,33,medium,distraction,minor,1,1,1,,0.25
5323,Darjeeling,West Bengal,27.05237,88.265043,2023-08-30,6:00,6,Wednesday,0,highway,3,1,clear,high,33,high,distraction,minor,1,1,0,,0.3
5324,Bhopal,Madhya Pradesh,23.250259,77.410359,2022-01-15,23:00,23,Saturday,1,rural,6,0,rain,medium,31,low,poor road,fatal,4,4,0,,0.45
5325,Gaya,Bihar,24.798233,85.009916,2023-11-10,13:00,13,Friday,0,urban,5,1,rain,medium,37,high,overspeeding,major,1,0,0,,0.45
5326,Ahmedabad,Gujarat,23.016906,72.563065,2023-12-08,18:00,18,Friday,0,rural,3,0,rain,low,36,low,poor road,fatal,1,1,1,,0.8
5327,Agartala,Tripura,23.829507,91.291226,2024-04-15,16:00,16,Monday,0,urban,6,0,fog,low,35,low,distraction,minor,3,0,0,,0.45
5328,Jabalpur,Madhya Pradesh,22.186438,79.960117,2022-05-17,14:00,14,Tuesday,0,urban,3,0,rain,medium,16,high,distraction,major,5,5,0,,0.45
5329,Gaya,Bihar,24.802789,84.98875,2022-12-07,20:00,20,Wednesday,0,rural,3,1,rain,medium,35,high,overspeeding,minor,3,2,0,,0.45
5330,Nizamabad,Telangana,18.683821,78.104125,2024-06-02,18:00,18,Sunday,1,rural,4,1,rain,low,33,medium,poor road,minor,3,2,1,,0.6
5331,Udaipur,Rajasthan,24.591357,73.724073,2023-12-03,22:00,22,Sunday,1,highway,2,0,rain,medium,38,medium,distraction,minor,2,0,0,,0.25
5332,Hyderabad,Telangana,17.382133,78.489481,2023-09-04,21:00,21,Monday,0,rural,3,0,clear,high,33,low,drunk driving,fatal,2,2,0,,0.3
5333,Gaya,Bihar,24.783914,85.009684,2023-12-15,1:00,1,Friday,0,rural,5,0,rain,medium,15,low,drunk driving,minor,3,1,0,,0.25
5334,Agartala,Tripura,23.840817,91.295196,2024-02-03,17:00,17,Saturday,1,highway,2,1,fog,low,18,medium,weather,minor,3,1,1,,0.6
5335,Jaipur,Rajasthan,26.917841,75.790575,2022-08-15,21:00,21,Monday,0,urban,5,0,fog,low,21,medium,drunk driving,minor,1,1,0,,0.45
5336,Mumbai,Maharashtra,19.067841,72.871701,2022-11-05,5:00,5,Saturday,1,highway,3,1,fog,low,35,high,overspeeding,minor,1,1,0,,0.65
5337,Bilaspur,Chhattisgarh,22.086201,82.130064,2022-10-03,13:00,13,Monday,0,highway,1,1,fog,low,19,high,drunk driving,minor,3,1,0,,0.65
5338,Indore,Madhya Pradesh,22.720453,75.855718,2024-05-12,14:00,14,Sunday,1,urban,5,1,fog,low,15,medium,overspeeding,minor,2,1,0,,0.45
5339,Madurai,Tamil Nadu,9.925283,78.110823,2022-04-20,8:00,8,Wednesday,0,highway,4,0,fog,low,36,medium,weather,major,2,2,1,,0.6
5340,Bhilai,Chhattisgarh,21.198288,81.354088,2023-11-24,17:00,17,Friday,0,highway,4,1,rain,medium,34,medium,overspeeding,minor,1,1,1,,0.4
5341,Nashik,Maharashtra,19.997481,73.800069,2024-10-09,1:00,1,Wednesday,0,rural,1,1,fog,low,22,low,weather,minor,1,1,0,,0.45
5342,Chennai,Tamil Nadu,13.080351,80.274309,2023-09-02,15:00,15,Saturday,1,rural,1,0,fog,low,33,low,drunk driving,minor,2,1,0,,0.45
5343,Udaipur,Rajasthan,24.582545,73.715339,2023-01-11,0:00,0,Wednesday,0,highway,6,1,clear,high,23,medium,overspeeding,minor,3,2,0,,0.1
5344,Ambikapur,Chhattisgarh,23.128198,83.19821,2022-05-09,16:00,16,Monday,0,rural,4,1,clear,high,38,low,overspeeding,minor,2,1,0,,0.1
5345,Dibrugarh,Assam,27.461531,94.904645,2024-05-18,0:00,0,Saturday,1,urban,5,1,rain,low,37,medium,poor road,minor,5,4,0,,0.45
5346,Bikaner,Rajasthan,28.017404,73.31365,2024-06-23,18:00,18,Sunday,1,urban,2,0,rain,low,33,low,overspeeding,minor,5,3,1,,0.6
5347,Siliguri,West Bengal,26.737478,88.385372,2024-08-05,9:00,9,Monday,0,rural,3,0,clear,high,30,high,overspeeding,minor,2,1,1,,0.45
5348,Jabalpur,Madhya Pradesh,22.164093,79.946386,2024-02-15,5:00,5,Thursday,0,highway,1,0,clear,high,19,low,overspeeding,minor,5,4,0,,0.1
5349,Visakhapatnam,Andhra Pradesh,17.680329,83.222389,2022-04-14,3:00,3,Thursday,0,rural,5,0,rain,medium,17,low,weather,minor,5,0,0,,0.25
5350,Kolkata,West Bengal,22.575819,88.37404,2022-10-27,18:00,18,Thursday,0,rural,3,0,fog,low,20,high,poor road,major,5,1,1,,0.8
5351,Bangalore,Karnataka,12.982332,77.591041,2024-06-28,20:00,20,Friday,0,rural,6,0,fog,low,28,low,drunk driving,minor,4,3,0,,0.45
5352,Karimnagar,Telangana,18.429708,79.119984,2023-01-23,21:00,21,Monday,0,urban,3,0,clear,high,39,medium,distraction,major,4,4,0,,0.1
5353,Nubra Valley,Ladakh,34.689155,77.55618,2024-02-23,10:00,10,Friday,0,urban,4,0,fog,low,23,high,overspeeding,minor,3,0,1,,0.8
5354,Bathinda,Punjab,30.20383,74.936998,2025-03-22,11:00,11,Saturday,1,rural,3,0,fog,low,18,low,overspeeding,major,4,3,0,,0.45
5355,Jodhpur,Rajasthan,26.228019,73.027789,2023-02-06,19:00,19,Monday,0,highway,3,0,clear,high,18,medium,weather,major,5,3,1,,0.25
5356,Kochi,Kerala,9.930319,76.275587,2025-03-10,9:00,9,Monday,0,urban,2,1,fog,low,34,low,distraction,fatal,2,2,1,,0.8
5357,Dibrugarh,Assam,27.474213,94.914776,2022-05-15,15:00,15,Sunday,1,rural,6,1,fog,low,31,medium,poor road,fatal,5,5,0,,0.65
5358,Indore,Madhya Pradesh,22.72524,75.851798,2023-06-09,5:00,5,Friday,0,rural,3,0,rain,medium,37,low,poor road,major,2,0,0,,0.25
5359,Kolkata,West Bengal,22.565193,88.363014,2022-02-17,0:00,0,Thursday,0,highway,3,1,clear,high,34,low,weather,major,5,0,0,,0.1
5360,Faridabad,Haryana,28.39983,77.320441,2024-06-26,12:00,12,Wednesday,0,urban,1,0,fog,low,33,high,poor road,minor,1,1,0,,0.65
5361,Ahmedabad,Gujarat,23.012621,72.567432,2024-08-24,18:00,18,Saturday,1,highway,1,1,clear,high,36,medium,distraction,fatal,5,5,1,,0.45
5362,Vasant Kunj,Delhi,28.538823,77.158874,2023-06-03,1:00,1,Saturday,1,urban,3,0,rain,low,38,low,weather,minor,4,2,0,,0.45
5363,Jamnagar,Gujarat,22.466648,70.0696,2024-04-18,10:00,10,Thursday,0,rural,1,0,rain,medium,23,high,overspeeding,minor,4,3,1,,0.6
5364,Warangal,Telangana,17.98763,79.601368,2022-06-03,4:00,4,Friday,0,rural,6,0,clear,high,28,medium,weather,minor,4,4,0,,0.1
5365,Lucknow,Uttar Pradesh,26.835254,80.956514,2024-03-08,20:00,20,Friday,0,highway,4,0,rain,low,40,medium,weather,fatal,1,1,0,,0.65
5366,Kolkata,West Bengal,22.582525,88.374645,2022-03-19,12:00,12,Saturday,1,urban,3,1,fog,low,36,low,poor road,minor,4,4,0,,0.45
5367,Bilaspur,Chhattisgarh,22.076586,82.146444,2023-03-23,19:00,19,Thursday,0,highway,1,1,clear,high,25,medium,poor road,minor,2,0,1,,0.25
5368,Shimla,Himachal Pradesh,31.093854,77.174658,2023-03-20,19:00,19,Monday,0,highway,4,0,clear,high,19,medium,weather,fatal,1,1,1,,0.45
5369,Bilaspur,Chhattisgarh,22.071164,82.149547,2025-01-21,15:00,15,Tuesday,0,urban,2,1,fog,low,27,medium,drunk driving,minor,1,1,0,,0.45
5370,Cuttack,Odisha,20.454866,85.871307,2022-06-14,12:00,12,Tuesday,0,rural,2,1,clear,high,35,medium,poor road,minor,1,1,0,,0.1
5371,Vijayawada,Andhra Pradesh,16.512996,80.656333,2023-11-18,12:00,12,Saturday,1,highway,5,0,fog,low,39,high,overspeeding,fatal,4,4,0,,0.85
5372,Erode,Tamil Nadu,11.350274,77.711524,2022-03-26,4:00,4,Saturday,1,urban,1,0,rain,low,38,high,drunk driving,minor,5,4,0,,0.65
5373,Ambala,Haryana,30.389111,76.774279,2023-06-02,1:00,1,Friday,0,urban,6,1,clear,high,37,low,drunk driving,minor,5,0,0,,0.1
5374,Dwarka,Delhi,28.593814,77.061185,2023-12-23,9:00,9,Saturday,1,urban,2,0,clear,high,37,medium,distraction,fatal,3,3,1,,0.45
5375,Hyderabad,Telangana,17.374,78.48861,2023-11-16,16:00,16,Thursday,0,rural,2,0,fog,low,23,low,drunk driving,minor,2,0,0,,0.45
5376,Bhopal,Madhya Pradesh,23.254072,77.402602,2023-11-04,13:00,13,Saturday,1,rural,6,0,rain,medium,33,low,distraction,major,2,0,0,,0.25
5377,Mumbai,Maharashtra,19.076064,72.883188,2024-07-30,10:00,10,Tuesday,0,highway,3,1,clear,high,40,medium,poor road,major,2,1,1,,0.25
5378,Davanagere,Karnataka,14.464521,75.920256,2023-03-09,7:00,7,Thursday,0,urban,4,0,fog,low,39,high,poor road,minor,3,1,0,,0.65
5379,Sambalpur,Odisha,21.47801,83.97543,2025-01-29,19:00,19,Wednesday,0,rural,5,1,fog,low,28,medium,drunk driving,fatal,5,5,1,,0.8
5380,Anantnag,Jammu and Kashmir,33.719947,75.158314,2024-03-22,3:00,3,Friday,0,rural,5,0,clear,high,25,low,drunk driving,minor,3,3,0,,0.1
5381,Baramulla,Jammu and Kashmir,34.194201,74.371784,2022-06-25,5:00,5,Saturday,1,highway,6,0,rain,low,32,medium,poor road,minor,4,1,0,,0.45
5382,Chennai,Tamil Nadu,13.081054,80.261929,2023-12-28,7:00,7,Thursday,0,urban,2,1,fog,low,26,low,distraction,minor,3,1,0,,0.45
5383,Kochi,Kerala,9.931556,76.267111,2024-02-25,14:00,14,Sunday,1,urban,5,0,clear,high,37,medium,drunk driving,fatal,3,3,0,,0.3
5384,Dwarka,Delhi,28.582508,77.050251,2024-02-11,20:00,20,Sunday,1,urban,4,0,rain,low,33,low,weather,minor,4,3,0,,0.45
5385,Kochi,Kerala,9.936672,76.264442,2023-08-09,23:00,23,Wednesday,0,highway,6,0,rain,low,32,medium,poor road,minor,5,3,0,,0.45
5386,Bhubaneswar,Odisha,20.294314,85.836081,2022-09-08,8:00,8,Thursday,0,highway,1,0,rain,medium,21,high,poor road,minor,1,0,1,,0.6
5387,Guwahati,Assam,26.15594,91.739163,2025-02-18,3:00,3,Tuesday,0,urban,3,1,clear,high,19,medium,drunk driving,fatal,1,1,0,,0.3
5388,Amritsar,Punjab,31.627704,74.865244,2024-01-16,22:00,22,Tuesday,0,urban,2,1,fog,low,24,high,distraction,minor,4,0,0,,0.65
5389,Hyderabad,Telangana,17.388816,78.475959,2025-02-01,11:00,11,Saturday,1,urban,5,0,fog,low,27,high,overspeeding,major,5,2,0,,0.65
5390,Visakhapatnam,Andhra Pradesh,17.690332,83.227741,2024-01-20,16:00,16,Saturday,1,highway,1,1,clear,high,22,high,drunk driving,major,1,0,0,,0.3
5391,Tirupati,Andhra Pradesh,13.620113,79.421398,2024-06-26,13:00,13,Wednesday,0,highway,4,0,clear,high,36,medium,weather,minor,3,0,0,,0.1
5392,Ahmedabad,Gujarat,23.031733,72.583215,2022-01-20,9:00,9,Thursday,0,rural,6,0,rain,medium,16,high,overspeeding,major,5,0,1,,0.6
5393,Indore,Madhya Pradesh,22.726785,75.866535,2024-06-11,19:00,19,Tuesday,0,highway,2,1,rain,medium,34,medium,weather,minor,4,4,1,,0.4
5394,Begusarai,Bihar,25.419744,86.115419,2022-10-20,17:00,17,Thursday,0,rural,2,1,rain,medium,35,high,overspeeding,minor,2,1,1,,0.6
5395,Panaji,Goa,15.485607,73.835737,2023-12-27,18:00,18,Wednesday,0,rural,3,1,fog,low,33,high,distraction,major,4,4,1,,0.8
5396,Chennai,Tamil Nadu,13.07735,80.276778,2022-03-02,14:00,14,Wednesday,0,highway,4,1,clear,high,31,low,weather,major,5,4,0,,0.1
5397,Nizamabad,Telangana,18.682161,78.084011,2022-09-18,6:00,6,Sunday,1,urban,5,1,fog,low,26,low,distraction,minor,5,4,0,,0.45
5398,Hamirpur,Himachal Pradesh,31.688058,76.51017,2024-03-02,15:00,15,Saturday,1,highway,1,0,fog,low,27,medium,poor road,minor,4,4,0,,0.45
5399,Jammu,Jammu and Kashmir,32.726815,74.849976,2024-04-02,19:00,19,Tuesday,0,urban,5,0,fog,low,26,low,weather,minor,1,0,1,,0.6
5400,Bhavnagar,Gujarat,21.75541,72.157205,2024-03-10,14:00,14,Sunday,1,urban,1,1,rain,low,27,low,poor road,major,1,0,0,,0.45
5401,Lucknow,Uttar Pradesh,26.840852,80.958075,2024-01-01,10:00,10,Monday,0,highway,4,0,clear,high,18,medium,distraction,major,4,0,1,,0.25
5402,Jodhpur,Rajasthan,26.240985,73.036068,2024-09-03,19:00,19,Tuesday,0,rural,3,0,clear,high,35,high,distraction,major,2,2,1,,0.45
5403,Roorkee,Uttarakhand,29.850044,77.881901,2023-01-31,10:00,10,Tuesday,0,urban,2,1,rain,medium,22,high,weather,major,3,3,1,,0.6
5404,Guwahati,Assam,26.136544,91.741438,2022-03-03,20:00,20,Thursday,0,rural,1,0,rain,medium,23,medium,poor road,major,2,2,0,,0.25
5405,Bhubaneswar,Odisha,20.291056,85.814262,2022-06-07,12:00,12,Tuesday,0,highway,1,1,fog,low,29,medium,drunk driving,major,2,2,0,,0.45
5406,Lucknow,Uttar Pradesh,26.851771,80.937129,2024-07-12,23:00,23,Friday,0,urban,2,1,clear,high,27,medium,overspeeding,minor,2,2,0,,0.1
5407,Jamshedpur,Jharkhand,22.80363,86.204421,2023-10-02,12:00,12,Monday,0,rural,2,1,fog,low,39,medium,poor road,minor,5,3,0,,0.45
5408,Kozhikode,Kerala,11.247947,75.77708,2022-04-28,22:00,22,Thursday,0,rural,5,1,fog,low,20,low,overspeeding,minor,4,1,0,,0.45
5409,Chennai,Tamil Nadu,13.078083,80.261775,2023-01-22,10:00,10,Sunday,1,highway,2,0,fog,low,31,high,overspeeding,minor,3,3,1,,0.8
5410,Dibrugarh,Assam,27.466545,94.908602,2024-06-05,17:00,17,Wednesday,0,rural,6,0,fog,low,18,high,weather,fatal,5,5,1,,1.0
5411,Coimbatore,Tamil Nadu,11.007031,76.96145,2023-09-22,1:00,1,Friday,0,urban,4,1,clear,high,30,high,weather,major,4,3,0,,0.3
5412,Bangalore,Karnataka,12.970982,77.597951,2024-05-05,17:00,17,Sunday,1,urban,3,1,fog,low,33,medium,poor road,minor,4,2,1,,0.6
5413,Jowai,Meghalaya,25.448782,92.194253,2022-01-22,21:00,21,Saturday,1,rural,1,1,clear,high,15,medium,weather,minor,1,1,0,,0.1
5414,Imphal,Manipur,24.810306,93.94058,2024-12-21,3:00,3,Saturday,1,highway,3,0,rain,low,18,high,weather,fatal,1,1,0,,0.85
5415,Tura,Meghalaya,25.511652,90.208288,2025-01-27,14:00,14,Monday,0,urban,1,1,fog,low,18,low,distraction,fatal,5,5,0,,0.65
5416,Kozhikode,Kerala,11.260158,75.789149,2022-05-18,15:00,15,Wednesday,0,highway,2,0,clear,high,21,medium,poor road,major,1,0,0,,0.1
5417,Hyderabad,Telangana,17.391219,78.484396,2023-02-05,8:00,8,Sunday,1,urban,2,1,fog,low,33,medium,poor road,fatal,4,4,1,,0.8
5418,Hoshiarpur,Punjab,31.517343,75.917457,2023-10-27,0:00,0,Friday,0,highway,5,0,rain,medium,20,low,overspeeding,major,4,1,0,,0.25
5419,Kanpur,Uttar Pradesh,26.447833,80.339092,2023-02-28,7:00,7,Tuesday,0,rural,1,0,fog,low,26,low,distraction,minor,5,4,0,,0.45
5420,Mumbai,Maharashtra,19.07312,72.88156,2022-07-13,2:00,2,Wednesday,0,highway,4,0,clear,high,32,low,distraction,minor,2,2,0,,0.1
5421,Dwarka,Delhi,28.584532,77.042003,2022-08-21,3:00,3,Sunday,1,rural,2,1,rain,medium,30,medium,poor road,minor,2,1,0,,0.25
5422,Guwahati,Assam,26.151083,91.746742,2023-04-27,19:00,19,Thursday,0,rural,6,0,clear,high,25,high,overspeeding,major,5,4,1,,0.45
5423,Bangalore,Karnataka,12.972435,77.587054,2023-02-11,21:00,21,Saturday,1,highway,6,1,clear,high,25,medium,drunk driving,major,4,0,0,,0.1
5424,Kochi,Kerala,9.940462,76.267913,2024-01-23,12:00,12,Tuesday,0,urban,1,0,clear,high,20,low,distraction,minor,2,0,0,,0.1
5425,Bhagalpur,Bihar,25.234454,86.972677,2024-08-05,16:00,16,Monday,0,rural,5,1,clear,high,34,medium,weather,minor,5,1,0,,0.1
5426,Faridabad,Haryana,28.396939,77.324135,2025-02-01,15:00,15,Saturday,1,highway,3,0,clear,high,17,medium,poor road,minor,1,0,0,,0.1
5427,Naharlagun,Arunachal Pradesh,27.105047,93.678902,2023-04-09,12:00,12,Sunday,1,urban,5,0,rain,medium,18,medium,overspeeding,major,4,2,0,,0.25
5428,Jamshedpur,Jharkhand,22.801564,86.191902,2023-05-22,19:00,19,Monday,0,urban,4,0,clear,high,23,high,overspeeding,minor,4,1,1,,0.45
5429,Patna,Bihar,25.603659,85.137942,2023-12-21,2:00,2,Thursday,0,urban,3,1,rain,low,26,low,overspeeding,major,3,1,0,,0.45
5430,Gandhinagar,Gujarat,23.21385,72.64236,2025-04-14,13:00,13,Monday,0,urban,2,0,rain,low,39,low,drunk driving,minor,3,0,0,,0.45
5431,Lucknow,Uttar Pradesh,26.851056,80.954163,2022-11-27,5:00,5,Sunday,1,highway,1,1,fog,low,34,high,drunk driving,minor,5,5,0,,0.65
5432,Belagavi,Karnataka,15.849339,74.495528,2023-06-20,18:00,18,Tuesday,0,urban,5,1,rain,low,32,high,overspeeding,major,3,0,1,,0.8
5433,Jamshedpur,Jharkhand,22.804485,86.191343,2025-02-19,12:00,12,Wednesday,0,highway,5,1,fog,low,22,medium,drunk driving,minor,3,2,0,,0.45
5434,Warangal,Telangana,17.989178,79.588785,2023-01-09,18:00,18,Monday,0,rural,6,0,fog,low,24,high,weather,minor,4,0,1,,0.8
5435,Gurugram,Haryana,28.466741,77.019851,2023-09-19,14:00,14,Tuesday,0,highway,2,0,fog,low,33,high,distraction,minor,5,2,0,,0.65
5436,Belagavi,Karnataka,15.861066,74.503318,2023-12-27,0:00,0,Wednesday,0,highway,4,1,clear,high,29,low,poor road,minor,2,1,0,,0.1
5437,Patiala,Punjab,30.341589,76.394843,2023-01-20,5:00,5,Friday,0,highway,3,0,fog,low,26,low,weather,fatal,3,3,0,,0.65
5438,Udaipur,Rajasthan,24.584799,73.704017,2022-10-26,7:00,7,Wednesday,0,rural,3,1,rain,low,17,medium,weather,minor,2,1,0,,0.45
5439,Arrah,Bihar,25.551845,84.670968,2023-09-03,6:00,6,Sunday,1,urban,4,0,fog,low,36,high,overspeeding,major,4,2,0,,0.65
5440,Pasighat,Arunachal Pradesh,28.051948,95.325362,2022-11-23,3:00,3,Wednesday,0,highway,6,1,rain,medium,23,medium,weather,fatal,2,2,0,,0.45
5441,Mysore,Karnataka,12.305333,76.643808,2022-06-06,18:00,18,Monday,0,urban,1,1,rain,low,31,high,weather,minor,1,1,1,,0.8
5442,Varanasi,Uttar Pradesh,25.322619,82.976293,2024-07-11,19:00,19,Thursday,0,rural,5,0,clear,high,23,medium,poor road,fatal,3,3,1,,0.45
5443,Kolkata,West Bengal,22.564407,88.363971,2024-10-10,1:00,1,Thursday,0,urban,2,1,clear,high,21,low,distraction,minor,2,0,0,,0.1
5444,Vijayawada,Andhra Pradesh,16.509144,80.642589,2025-02-11,22:00,22,Tuesday,0,urban,1,1,fog,low,40,high,poor road,minor,3,2,0,,0.65
5445,Manimajra,Chandigarh,30.727405,76.851769,2025-01-07,14:00,14,Tuesday,0,highway,4,1,rain,medium,40,high,drunk driving,fatal,3,3,0,,0.65
5446,Patna,Bihar,25.584188,85.14206,2024-10-10,2:00,2,Thursday,0,rural,4,1,clear,high,29,low,overspeeding,major,1,1,0,,0.1
5447,Dwarka,Delhi,28.587238,77.044987,2025-03-27,10:00,10,Thursday,0,urban,3,0,fog,low,25,medium,weather,minor,1,0,1,,0.6
5448,Margao,Goa,15.274238,73.962414,2023-12-18,22:00,22,Monday,0,urban,1,0,clear,high,25,medium,poor road,fatal,5,5,0,,0.3
5449,Ambala,Haryana,30.389786,76.768456,2022-09-30,22:00,22,Friday,0,rural,3,0,clear,high,23,medium,distraction,major,4,1,0,,0.1
5450,Nizamabad,Telangana,18.67115,78.100355,2022-02-23,19:00,19,Wednesday,0,rural,6,0,rain,medium,38,medium,distraction,major,2,2,1,,0.4
5451,Chennai,Tamil Nadu,13.090837,80.274346,2024-03-03,18:00,18,Sunday,1,highway,6,0,rain,low,39,high,overspeeding,fatal,5,5,1,,1.0
5452,Agra,Uttar Pradesh,27.183658,78.010952,2024-11-10,6:00,6,Sunday,1,rural,3,1,rain,low,34,low,distraction,minor,2,0,0,,0.45
5453,Faridabad,Haryana,28.407086,77.313831,2023-07-18,22:00,22,Tuesday,0,highway,3,1,rain,medium,38,high,distraction,major,2,0,0,,0.45
5454,Ujjain,Madhya Pradesh,23.170437,75.78625,2023-01-18,0:00,0,Wednesday,0,urban,5,1,fog,low,24,low,distraction,major,1,0,0,,0.45
5455,Jalandhar,Punjab,31.332891,75.565927,2025-03-08,8:00,8,Saturday,1,highway,3,1,clear,high,28,high,distraction,fatal,5,5,1,,0.65
5456,Lucknow,Uttar Pradesh,26.843297,80.949592,2023-07-13,23:00,23,Thursday,0,highway,6,0,clear,high,38,low,overspeeding,minor,3,0,0,,0.1
5457,Gwalior,Madhya Pradesh,26.213756,78.173478,2024-04-29,1:00,1,Monday,0,rural,6,1,clear,high,32,medium,overspeeding,minor,3,3,0,,0.1
5458,Lucknow,Uttar Pradesh,26.844379,80.946905,2024-07-26,16:00,16,Friday,0,highway,3,1,clear,high,27,high,drunk driving,minor,4,3,0,,0.3
5459,Jaipur,Rajasthan,26.910642,75.797749,2023-05-01,4:00,4,Monday,0,urban,3,0,rain,low,35,low,distraction,minor,3,3,0,,0.45
5460,Lucknow,Uttar Pradesh,26.83489,80.953615,2022-11-17,20:00,20,Thursday,0,rural,1,1,fog,low,27,high,poor road,minor,5,4,0,,0.65
5461,Hyderabad,Telangana,17.386577,78.479657,2022-08-30,12:00,12,Tuesday,0,rural,1,0,rain,medium,23,high,overspeeding,minor,2,0,0,,0.45
5462,Chennai,Tamil Nadu,13.088374,80.278336,2022-04-19,23:00,23,Tuesday,0,urban,5,0,rain,low,19,high,poor road,minor,4,3,0,,0.65
5463,Haldwani,Uttarakhand,29.207765,79.503646,2024-05-30,16:00,16,Thursday,0,urban,4,1,fog,low,24,low,drunk driving,minor,2,2,0,,0.45
5464,Kanpur,Uttar Pradesh,26.456723,80.339991,2025-04-14,11:00,11,Monday,0,rural,3,0,fog,low,17,high,poor road,minor,5,4,0,,0.65
5465,Jammu,Jammu and Kashmir,32.716661,74.862674,2022-03-22,19:00,19,Tuesday,0,highway,5,1,clear,high,36,medium,distraction,minor,2,0,1,,0.25
5466,Lucknow,Uttar Pradesh,26.848515,80.949853,2024-05-27,2:00,2,Monday,0,rural,6,1,rain,medium,18,low,distraction,minor,4,0,0,,0.25
5467,Shillong,Meghalaya,25.570526,91.893427,2023-01-17,0:00,0,Tuesday,0,rural,1,0,clear,high,37,medium,distraction,fatal,4,4,0,,0.3
5468,Kolkata,West Bengal,22.56407,88.364484,2025-01-24,4:00,4,Friday,0,rural,3,1,rain,medium,40,medium,weather,fatal,2,2,0,,0.45
5469,Bangalore,Karnataka,12.977824,77.601605,2022-01-26,10:00,10,Wednesday,0,urban,2,1,fog,low,20,high,poor road,major,1,0,1,,0.8
5470,Gandhinagar,Gujarat,23.208759,72.643435,2024-02-10,6:00,6,Saturday,1,rural,4,1,fog,low,32,high,poor road,minor,1,1,0,,0.65
5471,Visakhapatnam,Andhra Pradesh,17.689205,83.21801,2023-02-23,2:00,2,Thursday,0,highway,6,1,clear,high,35,medium,distraction,minor,1,1,0,,0.1
